2015-04-01 13:29:39.344,2673,qshellarchos,200,OK,Thread Group 1-4,text,true,49960,10,10,2153
2015-04-01 13:29:39.768,2254,qshellarchos,200,OK,Thread Group 1-9,text,true,49989,10,10,1730
2015-04-01 13:29:39.344,2701,qshellarchos,200,OK,Thread Group 1-2,text,true,49995,10,10,2155
2015-04-01 13:29:39.569,2496,qshellarchos,200,OK,Thread Group 1-7,text,true,49959,10,10,1929
2015-04-01 13:29:39.328,2740,qshellarchos,200,OK,Thread Group 1-1,text,true,49792,10,10,2170
2015-04-01 13:29:39.466,2615,qshellarchos,200,OK,Thread Group 1-6,text,true,49959,10,10,2126
2015-04-01 13:29:39.369,2718,qshellarchos,200,OK,Thread Group 1-5,text,true,49982,10,10,2240
2015-04-01 13:29:39.870,2218,qshellarchos,200,OK,Thread Group 1-10,text,true,50003,10,10,1646
2015-04-01 13:29:39.345,2747,qshellarchos,200,OK,Thread Group 1-3,text,true,49967,10,10,2161
2015-04-01 13:29:39.676,2417,qshellarchos,200,OK,Thread Group 1-8,text,true,49950,10,10,1827
2015-04-01 13:29:42.047,649,qshellarchos,200,OK,Thread Group 1-2,text,true,50040,10,10,444
2015-04-01 13:29:42.066,665,qshellarchos,200,OK,Thread Group 1-7,text,true,50016,10,10,445
2015-04-01 13:29:42.093,719,qshellarchos,200,OK,Thread Group 1-3,text,true,49984,10,10,537
2015-04-01 13:29:42.081,737,qshellarchos,200,OK,Thread Group 1-6,text,true,50001,10,10,582
2015-04-01 13:29:42.094,732,qshellarchos,200,OK,Thread Group 1-8,text,true,50024,10,10,590
2015-04-01 13:29:42.021,982,qshellarchos,200,OK,Thread Group 1-4,text,true,50016,10,10,466
2015-04-01 13:29:42.088,917,qshellarchos,200,OK,Thread Group 1-5,text,true,50024,10,10,500
2015-04-01 13:29:42.071,937,qshellarchos,200,OK,Thread Group 1-1,text,true,50017,10,10,513
2015-04-01 13:29:42.023,987,qshellarchos,200,OK,Thread Group 1-9,text,true,50023,10,10,467
2015-04-01 13:29:42.089,924,qshellarchos,200,OK,Thread Group 1-10,text,true,50029,10,10,572
